SUBCAT;CLASSIF;RESTRSEXO;CAUSAOBITO;DESCRICAO;DESCRABREV;REFER;EXCLUIDOS;
X435;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas de comércio e de serviços;X43.5 Areas de comercio e de servicos;;;
X436;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas industriais e em construção;X43.6 Areas industriais e em construcao;;;
X437;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - fazenda;X43.7 Fazenda;;;
X438;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - outros locais especificados;X43.8 Outr locais espec;;;
X439;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - local não especificado;X43.9 Local NE;;;
X440;;;;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - residência;X44.0 Residencia;;;
X441;;;;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - habitação coletiva;X44.1 Habitacao coletiva;;;
X442;;;;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - escolas, outras instituições e áreas de administração pública;X44.2 Escolas outr instit areas admin publica;;;
X443;;;;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - área para a prática de esportes e atletismo;X44.3 Area p/a pratica de esportes e atletismo;;;
X444;;;;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - rua e estrada;X44.4 Rua e estrada;;;
X445;;;;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - áreas de comércio e de serviços;X44.5 Areas de comercio e de servicos;;;
X446;;;;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - áreas industriais e em construção;X44.6 Areas industriais e em construcao;;;
X447;;;;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - fazenda;X44.7 Fazenda;;;
X448;;;;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - outros locais especificados;X44.8 Outr locais espec;;;
X449;;;;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - local não especificado;X44.9 Local NE;;;
X450;;;;Envenenamento [intoxicação] acidental por e exposição ao álcool - residência;X45.0 Residencia;;;
X451;;;;Envenenamento [intoxicação] acidental por e exposição ao álcool - habitação coletiva;X45.1 Habitacao coletiva;;;
X452;;;;Envenenamento [intoxicação] acidental por e exposição ao álcool - escolas, outras instituições e áreas de administração pública;X45.2 Escolas outr instit areas admin publica;;;
X453;;;;Envenenamento [intoxicação] acidental por e exposição ao álcool - área para a prática de esportes e atletismo;X45.3 Area p/a pratica de esportes e atletismo;;;
X454;;;;Envenenamento [intoxicação] acidental por e exposição ao álcool - rua e estrada;X45.4 Rua e estrada;;;
X455;;;;Envenenamento [intoxicação] acidental por e exposição ao álcool - áreas de comércio e de serviços;X45.5 Areas de comercio e de servicos;;;
X456;;;;Envenenamento [intoxicação] acidental por e exposição ao álcool - áreas industriais e em construção;X45.6 Areas industriais e em construcao;;;
X457;;;;Envenenamento [intoxicação] acidental por e exposição ao álcool - fazenda;X45.7 Fazenda;;;
X458;;;;Envenenamento [intoxicação] acidental por e exposição ao álcool - outros locais especificados;X45.8 Outr locais espec;;;
X459;;;;Envenenamento [intoxicação] acidental por e exposição ao álcool - local não especificado;X45.9 Local NE;;;
X460;;;;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - residência;X46.0 Residencia;;;
X461;;;;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - habitação coletiva;X46.1 Habitacao coletiva;;;
X462;;;;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - escolas, outras instituições e áreas de administração pública;X46.2 Escolas outr instit areas admin publica;;;
X463;;;;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - área para a prática de esportes e atletismo;X46.3 Area p/a pratica de esportes e atletismo;;;
X464;;;;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - rua e estrada;X46.4 Rua e estrada;;;
X465;;;;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - áreas de comércio e de serviços;X46.5 Areas de comercio e de servicos;;;
X466;;;;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - áreas industriais e em construção;X46.6 Areas industriais e em construcao;;;
X467;;;;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - fazenda;X46.7 Fazenda;;;
X468;;;;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - outros locais especificados;X46.8 Outr locais espec;;;
X469;;;;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - local não especificado;X46.9 Local NE;;;
X470;;;;Intoxicação acidental por e exposição a outros gases e vapores - residência;X47.0 Residencia;;;
X471;;;;Intoxicação acidental por e exposição a outros gases e vapores - habitação coletiva;X47.1 Habitacao coletiva;;;
X472;;;;Intoxicação acidental por e exposição a outros gases e vapores - escolas, outras instituições e áreas de administração pública;X47.2 Escolas outr instit areas admin publica;;;
X473;;;;Intoxicação acidental por e exposição a outros gases e vapores - área para a prática de esportes e atletismo;X47.3 Area p/a pratica de esportes e atletismo;;;
X474;;;;Intoxicação acidental por e exposição a outros gases e vapores - rua e estrada;X47.4 Rua e estrada;;;
X475;;;;Intoxicação acidental por e exposição a outros gases e vapores - áreas de comércio e de serviços;X47.5 Areas de comercio e de servicos;;;
X476;;;;Intoxicação acidental por e exposição a outros gases e vapores - áreas industriais e em construção;X47.6 Areas industriais e em construcao;;;
X477;;;;Intoxicação acidental por e exposição a outros gases e vapores - fazenda;X47.7 Fazenda;;;
X478;;;;Intoxicação acidental por e exposição a outros gases e vapores - outros locais especificados;X47.8 Outr locais espec;;;
X479;;;;Intoxicação acidental por e exposição a outros gases e vapores - local não especificado;X47.9 Local NE;;;
X480;;;;Envenenamento [intoxicação] acidental por e exposição a pesticidas - residência;X48.0 Residencia;;;
X481;;;;Envenenamento [intoxicação] acidental por e exposição a pesticidas - habitação coletiva;X48.1 Habitacao coletiva;;;
X482;;;;Envenenamento [intoxicação] acidental por e exposição a pesticidas - escolas, outras instituições e áreas de administração pública;X48.2 Escolas outr instit areas admin publica;;;
X483;;;;Envenenamento [intoxicação] acidental por e exposição a pesticidas - área para a prática de esportes e atletismo;X48.3 Area p/a pratica de esportes e atletismo;;;
X484;;;;Envenenamento [intoxicação] acidental por e exposição a pesticidas - rua e estrada;X48.4 Rua e estrada;;;
X485;;;;Envenenamento [intoxicação] acidental por e exposição a pesticidas - áreas de comércio e de serviços;X48.5 Areas de comercio e de servicos;;;
X486;;;;Envenenamento [intoxicação] acidental por e exposição a pesticidas - áreas industriais e em construção;X48.6 Areas industriais e em construcao;;;
X487;;;;Envenenamento [intoxicação] acidental por e exposição a pesticidas - fazenda;X48.7 Fazenda;;;
X488;;;;Envenenamento [intoxicação] acidental por e exposição a pesticidas - outros locais especificados;X48.8 Outr locais espec;;;
X489;;;;Envenenamento [intoxicação] acidental por e exposição a pesticidas - local não especificado;X48.9 Local NE;;;
X490;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - residência;X49.0 Residencia;;;
X491;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - habitação coletiva;X49.1 Habitacao coletiva;;;
X492;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - escolas, outras instituições e áreas de administração pública;X49.2 Escolas outr instit areas admin publica;;;
X493;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - área para a prática de esportes e atletismo;X49.3 Area p/a pratica de esportes e atletismo;;;
X494;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - rua e estrada;X49.4 Rua e estrada;;;
X495;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - áreas de comércio e de serviços;X49.5 Areas de comercio e de servicos;;;
X496;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - áreas industriais e em construção;X49.6 Areas industriais e em construcao;;;
X497;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - fazenda;X49.7 Fazenda;;;
X498;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - outros locais especificados;X49.8 Outr locais espec;;;
X499;;;;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - local não especificado;X49.9 Local NE;;;
X500;;;;Excesso de exercícios e movimentos vigorosos ou repetitivos - residência;X50.0 Residencia;;;
X501;;;;Excesso de exercícios e movimentos vigorosos ou repetitivos - habitação coletiva;X50.1 Habitacao coletiva;;;
X502;;;;Excesso de exercícios e movimentos vigorosos ou repetitivos - escolas, outras instituições e áreas de administração pública;X50.2 Escolas outr instit areas admin publica;;;
X503;;;;Excesso de exercícios e movimentos vigorosos ou repetitivos - área para a prática de esportes e atletismo;X50.3 Area p/a pratica de esportes e atletismo;;;
X504;;;;Excesso de exercícios e movimentos vigorosos ou repetitivos - rua e estrada;X50.4 Rua e estrada;;;
X505;;;;Excesso de exercícios e movimentos vigorosos ou repetitivos - áreas de comércio e de serviços;X50.5 Areas de comercio e de servicos;;;
X506;;;;Excesso de exercícios e movimentos vigorosos ou repetitivos - áreas industriais e em construção;X50.6 Areas industriais e em construcao;;;
X507;;;;Excesso de exercícios e movimentos vigorosos ou repetitivos - fazenda;X50.7 Fazenda;;;
X508;;;;Excesso de exercícios e movimentos vigorosos ou repetitivos - outros locais especificados;X50.8 Outr locais espec;;;
X509;;;;Excesso de exercícios e movimentos vigorosos ou repetitivos - local não especificado;X50.9 Local NE;;;
X510;;;;Viagem e movimento - residência;X51.0 Residencia;;;
X511;;;;Viagem e movimento - habitação coletiva;X51.1 Habitacao coletiva;;;
X512;;;;Viagem e movimento - escolas, outras instituições e áreas de administração pública;X51.2 Escolas outr instit areas admin publica;;;
X513;;;;Viagem e movimento - área para a prática de esportes e atletismo;X51.3 Area p/a pratica de esportes e atletismo;;;
X514;;;;Viagem e movimento - rua e estrada;X51.4 Rua e estrada;;;
X515;;;;Viagem e movimento - áreas de comércio e de serviços;X51.5 Areas de comercio e de servicos;;;
X516;;;;Viagem e movimento - áreas industriais e em construção;X51.6 Areas industriais e em construcao;;;
